StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,math_ed,domains,prop_of_time_1,consistent,session_vivid,domain_vivid,visualspatial_1,visualspatial_2,visualspatial_3,sensory_1,sensory_2,sensory_3,touch,touch_1_TEXT,touch_2_TEXT,do_touch,do_touch_1_TEXT,do_touch_2_TEXT,resist_mvmt_3,zoom_2,dynamic_1,causal,causal_1_TEXT,causal_2_TEXT,constraint,constraint_1_TEXT,constraint_2_TEXT,symbols,symbols_1_TEXT,symbols_2_TEXT,symbolicvis,symbolicvis_1_TEXT,symbolicvis_2_TEXT,draw,draw_1_TEXT,draw_2_TEXT,draw_for,challenges,describe,appear,appear_1_TEXT,fade,fade_1_TEXT,stay_present,stay_present_1_TEXT,stay_present_2_TEXT,stop_seeing,stop_seeing_1_TEXT,stop_seeing_2_TEXT,control_1,annoyed,annoyed_1_TEXT,annoyed_2_TEXT,noise_noisy_1,people_company_1,surface,surface_need_1,hands_active_1,light_bright_1,space_full_1,object_real_4,Q50_4,build_see_1,platonist_1,vis_domain,vis_domain_3_TEXT,vis_domain_5_TEXT,Q35_3_TEXT - Parent Topics,Q35_3_TEXT - Topics
8/1/21 16:28,8/1/21 16:38,100,636,TRUE,8/1/21 16:38,R_1MYbRpnMKr9Il2M,Ph.D. in Math,"number theory, surreal numbers General Relativiy etc",81,Some sessions involve more visualization than others,It depends on where I am in a reasoning process,More  vivid,29,47,86,2,1,1,No,,"These images are imaginary, see Life of Mind H Ardent ...a lot of the first book , Thinking will be instructive and of interest",,,,0,0,20,Yes,"Of course, ",,Yes,That I choose to set ,,Yes,,,Yes,they are all symbolic on some level need a better question,,No,,,I draw them for myself (e.g. to think through or clarify components of a problem).,"The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited,The object / thing / symbol  carries 'annotations' that wouldn't persist in a drawing,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing",,Yes,"sure...after thinkning about a problem, one steps away, your brain/mind is still working on it. ",No,,No,,,No,,,100,No,,,0,0,"alll forms, tablet, beach sand, paper pen etc etc",0,0,0,0,11,4,0,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 16:24,8/1/21 16:40,100,921,TRUE,8/1/21 16:40,R_6Xai5huiKY99JD3,Masters Degree in Math,algebraic number theory,76,Some sessions involve more visualization than others,It depends on where I am in a reasoning process,More  vivid,89,90,90,79,39,0,Yes,"but they are more natural to sense as proprioceptive objects, a part of an abstract self perceived from within though seen from without",,Yes,"sometimes when applying actions to them, like colliding them when group actions twist a collection of units",,12,0,88,Yes,"I choose the properties to represent by color, motion, position etc; I choose the operations, and outcomes. it is a model.",,Yes,"I choose constraints to match the emulated system. different model, different choice.",,Yes,they can but that is a distinct phase of their development.,,No,,not even sure what you mean by that. all symbols is just writing.,No,,,I never draw these visualizations.,"The object / thing / symbol has many dimensions,My drawing skill is too limited,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol  carries 'annotations' that wouldn't persist in a drawing,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","suppose you need a lattice in R^5, with an arbitrary basis. R^1 is a line (light pulse shoots to infinity), we take a basis element on the axis (dot glows, then waves of dots outward at intervals, it's whole multiples). R^2 a plane (another beam at angles, same process), Up to R^5 by going off at different angles, but to remain independent now the lines are moving, only R^1 axis remains still. each takes a color to prevent confusion, each has dots at whole multiples; now off axis elements (waves of colored dots again, now the colors are in clusters at each).. select the fundamental domain (a 5-dim parallelogram translucently highlights itself by the origin, all still moving). Now modulo (everything folds up into that parallelogram).",No,,Yes,I despise distraction,No,,,No,,,100,No,,,0,0,paper,0,0,0,0,100,51,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.","Computer programming is where I learned to do this. Also physics, chemistry, biochem, ...",,,
8/1/21 16:25,8/1/21 16:41,100,925,TRUE,8/1/21 16:41,R_1Dx5El7ARNlDP69,Ph.D. in Math,"number tgeory, algebra, analysis",79,Some sessions involve more visualization than others,It depends on where I am in a reasoning process,More  vivid,,62,29,56,0,0,No,,"I'd say I can take them, but I have little Tactile sensation",,,,40,0,30,No,,I don't think so,No,,,Yes,"funnily, it may important to label stuff to make it clearer",,Yes,"I can't really say why/how, but formulas embody content and form.",,No,,,Both - I draw them for myself and for others.,"The object / thing / symbol has many dimensions,My drawing skill is too limited,The object / thing / symbol  carries 'annotations' that wouldn't persist in a drawing,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing,I'm afraid the object / thing / symbol  would change if I tried to draw it too soon","in one dimension, berkovich spaces are highly branched trees but we can't draw that so we must draw a tiny part of it, which will contain what happens at a given moment. hence we mayneed to draw new branches. and in higher dimension, it's still tougher, do we just draw pieces of polygons that are glued mirvir less like the pages of a book. ",No,,Yes,"it happens that is i feel something and before I can draw it, it disappears. or it doesn't make sense",Yes,yes. but my visualization of an object may be altered by future thinking,,No,,,68,Yes,"since they only reflect part of the nature of a mathematical object, they may be very annoying if the way we visualize it isn't appropriate to the phenomenon we're interested in.",,0,0,notepad,0,0,0,0,100,50,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math math doesn't feel special.",,"hard to tell why, but this is the only answer that looked appropriate",,
8/1/21 16:33,8/1/21 16:41,100,442,TRUE,8/1/21 16:41,R_1jkyZASxVOcAuwh,Bachelor Degree in Math,"abstract algebra, information theory",33,"Some sessions involve a lot a lot of visualization, others may involve none at all",It depends on where I am in a reasoning process,More  vivid,20,85,42,36,0,0,,,,,,,0,0,77,Yes,,,No,,,No,,,No,,,Yes,,,Both - I draw them for myself and for others.,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing,,No,,No,,No,,,No,,,95,No,,,0,0,whiteboard,0,0,0,0,50,50,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.",,,,
8/1/21 16:20,8/1/21 16:44,100,1432,TRUE,8/1/21 16:44,R_2dDYgwyhGnK1Xhk,Some Graduate Coursework,Analysis and PDE,38,Some sessions involve more visualization than others,More vivid,More  vivid,25,72,6,45,0,0,Yes,,,No,,,6,0,72,Yes,,,No,,,Yes,,,Yes,,,No,,,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","Consider a torus, which looks like the surface of a donut made out of plastic hovering in space. I can will it to rotate about its axis but of course doing so does not do anything to the torus. I imagine an ant starting on the internal ring; it lives on a surface of negative curvature. To imagine a patch of the hyperbolic plane I zoom in on the ant, but I can never zoom in all the way without making the surface cross itself. This is the intuition for why the hyperbolic plane does not embed in R^3.",No,,Yes,I get distracted and forget stuff.,Yes,,,Yes,,,87,No,,,0,0,Whiteboard,0,0,0,0,80,70,0,,"I visualize when doing math, only in certain domains.",,,,
8/1/21 16:27,8/1/21 16:44,100,1069,TRUE,8/1/21 16:44,R_3dNgW693kBqhJ8v,Ph.D. in Math,Algebraic Geometry,65,Some sessions involve more visualization than others,It depends on where I am in a reasoning process,They stay consistent in their vividness,,57,100,0,11,0,Yes,"Not really touch, but move around in three (or sometimes more) dimensions",,No,,,29,0,42,Yes,"Formulas tend to transform into equivalent ones, as needed",,No,,"They can be moved anywhere in three d space, and even stored  away in pocket dimensions",Yes,"Formulas are placed and visualized just as geometric objects. Geometric objects can also vary in shape based on parameters, and have the name of that parameter floating next to them",,Yes,"I place formulas in space, move them out of the way when I need to work on something else and move them back in when I need that result again",,Yes,"Ish. Sometimes it's annoying that the real world only has three dimensions, and I figure out that it's impossible to draw something I clearly visualize somehow when trying to prepare slides for a talk",,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,The object / thing / symbol  carries 'annotations' that wouldn't persist in a drawing","P-adic curves are like a weird series of holes, where the distant holes all look the same, and deform and morph if you walk over to them, making the starting one suddenly unfindable. ",No,,Yes,"Sometimes it is hard to hold on to them, when I'm tired, or hungry or similar in particular",Yes,"Sometimes they take a while to disappear, and become non-functional remnants. Usually doesn't last to long, though",,Yes,When my ADHD medication is messed up only. So thankfully not almost ever,,98,No,,,0,0,Notepad,0,0,0,0,50,0,0,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 16:18,8/1/21 16:45,100,1567,TRUE,8/1/21 16:45,R_2TyLW7ddbjLGjof,Ph.D. in Math,"Number theory, arithmetic geometry",51,"Some sessions involve a lot a lot of visualization, others may involve none at all",They stay consistent in their  vividness,They stay consistent in their vividness,,56,,0,0,0,No,,,,,,81,0,0,Yes,,,,,,Yes,,,,,,Yes,,,Both - I draw them for myself and for others.,My drawing skill is too limited,,No,,No,,No,,,No,,,100,No,,,0,0,Currently iPad but also paper,0,0,0,0,100,0,0,,"I visualize when doing math, only in certain domains.",,,,
8/1/21 16:41,8/1/21 16:47,100,349,TRUE,8/1/21 16:47,R_3jZjHUjAWzNyj6t,Ph.D. in Math,topology,33,"Some sessions involve a lot a lot of visualization, others may involve none at all",It depends on where I am in a reasoning process,It just depends,19,100,42,49,0,0,Yes,,,No,,,22,0,49,Yes,,,Yes,,,No,,,No,,,Yes,,,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,My drawing skill is too limited,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation","Visualizing how surfaces intersect in three dimensional space- what are the different possibilities, what do they look like close up",No,,No,,No,,,No,,,100,No,,,0,0,paper ,0,0,0,0,70,3,0,,"I visualize when doing math, only in certain domains.",,,,
8/1/21 16:16,8/1/21 16:49,100,1976,TRUE,8/1/21 16:49,R_3EXX625asqIwJcj,Some Undergraduate Coursework,"Topology, Set theory",33,Some sessions involve more visualization than others,They stay consistent in their  vividness,More  vivid,11,91,,0,0,0,No,,They are imaginations in my mind. I can manipulate them to the extent I am familiar with the particular visual representation but I have no notion of physically touching the object.,,,,28,0,28,Yes,,,Yes,I am constrained by my familiarity with the mathematical object. I want the visual representation to remain consistent with the mathematics. ,,No,,"In a written diagram all the time; when I am actually visualizing the object never. It feels like a different mental process, and thus more mentally taxing, to keep symbols in the mind. ",No,,They are always drawn as diagrams. Most often in algebra. ,Yes,"Exactly up to the relevant mathematical data. They are representations, often of an isomorphism class containing infinity many objects with equivalent mathematical data. I often do not know or even consider the radius of the sphere I am imagining; in topology it is an irrelevant consideration. ",,Both - I draw them for myself and for others.,"The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","The reduced suspension of an arbitrary topological space. In my diagram (and my mind) I take the arbitrary space to be homeomorphic to the 2-disk, and this imagine a filled cylinder with the bases pinched into themselves to a point. Finally I draw a thick line connecting the two points moving vertically along the object to represent the basepoint of the new space. This is a very typical representation for this object. ",No,,Yes,"Often, almost every time, I sketch a diagram of the visualization I am trying to imagine to not have to hold it in memory.",No,,,No,,,89,No,,,0,0,Notepad ,0,0,0,0,100,0,0,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 16:50,8/1/21 16:59,100,589,TRUE,8/1/21 16:59,R_tLLcJ16lvNtcKxH,Masters Degree in Math,Riemannian Geometry,60,"Some sessions involve a lot a lot of visualization, others may involve none at all",It just depends,It just depends,73,74,23,42,0,0,No,,,,,,38,0,79,Yes,it depends but sometimes yes,,Yes,"this is also ""to an extent"" ",,No,,,No,,,No,,,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing",A type of flowing and rotating higher-dimensional mesh that spins and bends around as a curve traverses it,No,,No,,No,,,No,,,83,Yes,"rarely, but it has happened ",,0,0,chalkboard,0,0,0,0,95,61,0,,"I visualize when doing math, only in certain domains.",,,,
8/1/21 16:12,8/1/21 17:00,100,2900,TRUE,8/1/21 17:00,R_2ALGkdMQ1MKcVNN,Ph.D. in Math,Algebraic topology/geometric group theory,95,Some sessions involve more visualization than others,It depends on where I am in a reasoning process,More  vivid,100,75,,89,88,20,Yes,"Yes, and move them around/stretch them/disassemble them, too.",,Yes,,,75,0,12,Yes,,,Yes,"The constraints are the mathematical ones. Sometimes I lack those constraints and then remember that I need to have them, and then they're there. It feels a little like the constraints in a CAD program.",,Yes,,,Yes,This is almost always when I'm working in logic/model theory instead.,,Yes,It would take a lot of effort and it'd come out looking messy.,,Both - I draw them for myself and for others.,"My drawing skill is too limited,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,I may need to reshape the object / thing / symbol  in a way that would be difficult to do with a drawing of it","Let's calculate the fundamental group of a 2-sphere together with one of its diameters. See the sphere, a deep blue, shiny like enamel and just as opaque. See its opacity fade to translucence, except for the part of the equator facing us; the back becomes dashed instead, or perhaps only dimly visible through the sphere. The diameter attached to its innards is revealed now; observe its two points of connection, thickened in black where they meet the equator, each maybe the size of a peppercorn to the sphere's basketball and the diameter's guitar string. While this is still a purely geometric object, it is rigid: the sphere has a texture like marble. If you tapped on it, it would make a dull, hollow sound. Pluck the diameter, with great effort, and watch it rapidly revert to straightness. What are the loops in this space? Draw a circle in electric blue on the surface of the sphere and watch it contract itself down to a point. Draw a larger one and watch it do the same. Let the electricity flicker instead to the center of the sphere and let it loop around the sphere and through the rest of the diameter. Watch the trail of light pause as it joins back to itself at the center, flowing subtly clockwise. Watch it try to shrink back down to a point with a tugging sensation, and fail. Good. Watch it keep looping, as many times as there are natural numbers, then quickly rewind and shoot past zero, turning a reddish-pink as it flows counterclockwise. This is a good start, but we’ll need more than just guesses. (All of this has taken maybe a few seconds, easier done than said.) Back to this object’s irritating geometricity, its proud rigidity. This won’t do. Give yourself more power over it, change it into a topological object. There are still constraints here, but they are weaker. Now we can slide the ends of the diameter together, both to the north pole, with a faint scraping noise. No need to touch them to do this; simply will it to be so. Take the resulting circle and push it outside the sphere – it is a topological object, and thus more stretchable than rubber and less substantial than mist. Swing it directly through the sphere if you want, or let it grow past infinity like we’re living in S^3 instead of R^3, or simply shrink it to a point and grow it back out again. (Our secret’s safe. We’re not undergrads anymore; we can do as we like, as long as we know what to avoid, and why.) Invoke van Kampen’s theorem. Shade the circle and a little patch around it (within the space) in green and shade the sphere and a little patch around it (in the space) in red. The overlap is a pure yellow – these mix like light, not like paint. Now what flavors of loops can live in this space stably is more clear: some combination of loops through the circle and loops in the sphere. Pull a blackboard Z out of the circle and a 1 from the sphere and an amalgamated free product machine from the overlap, and combine; we get Z.",Yes,"They simply happen. I can will them to be so, if I choose, but I don't always need to. My control over them, at its best, is like my control over my hands when reaching for a glass of water.",Yes,"On bad days, the pictures are less clear and harder to hold in mind. Fine details get lost.",Yes,"Sometimes I like to admire them. A few particularly useful or beautiful ones, I have on file.",,Yes,Only rarely. They get stuck in my head like a song might.,,88,Yes,Only when I can't make them come out accurately.,,0,0,"I prefer a chalkboard if I have one, and I usually settle for a notepad with 4-color pen.",0,0,0,0,100,0,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.","3d modeling, physics, chemistry, biology/molecular biology, geopolitics, games of all types",,,
8/1/21 16:56,8/1/21 17:05,100,525,TRUE,8/1/21 17:05,R_3khbJzC8VdFpgR3,Ph.D. in Math,Number theory,33,"Some sessions involve a lot a lot of visualization, others may involve none at all",It just depends,More  vivid,,72,100,67,0,0,Yes,Sort of ,,No,,"They don’t actually exist, but I could touch them in theory ",18,0,65,Yes,yes? Like I can make them move with my mind since these are all just thoughts ,,Yes,Cannot do things that would change the properties of the object,,Yes,,,Yes,,,Yes,,,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","I think about modular forms on triangle groups, which exist in the upper half plane. They have points at infinity so they don’t necessary look like triangles.",Yes,,Yes,,Yes,,,Yes,,,71,No,,,0,0,Whiteboard (but a really good one. I’d rather paper or a chalkboard than a bad whiteboard),0,0,0,0,89,74,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.",I visualize lots of stuff but my math visualizations help me understand and it’s work ,,,
8/1/21 16:55,8/1/21 17:05,100,642,TRUE,8/1/21 17:05,R_2AXVclvvEyeBYYG,Bachelor Degree in Math,"Topology, Numerical Analysis",80,Every session involves similar levels of visual experience,More vivid,Less  vivid,61,100,,0,0,0,No,,,,,,16,0,50,No,,,Yes,,,Yes,,,No,,,Yes,,,I draw them for myself (e.g. to think through or clarify components of a problem).,"The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","There is a surface in the 3D plane that looks sort of like a bumpy sheet, or smooth hills on a landscape. The sheet is orange. There is a grid of red points along this surface. Another, much “wigglier” surface, maybe in purple, and definitely translucent, intersects with the orange sheet at each of the grid points. As I increase a “slider” in my head, the red grid becomes finer and the purple sheet more closely matches the orange one.   ",Yes,"But if they do, I don’t really understand them",No,,No,,,No,,,100,No,,,0,0,"Whiteboard, printer paper (need to use colors and have a white background)",0,0,0,0,52,27,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math math doesn't feel special.",,"Physics, I visualize a bit with crosswords too",,
8/1/21 17:02,8/1/21 17:12,100,575,TRUE,8/1/21 17:12,R_3nxvVonJTe7U0Gt,Some Graduate Coursework,Geometry,100,Every session involves similar levels of visual experience,More vivid,More  vivid,100,100,100,100,28,0,Yes,I can imagine them as solids I can manipulate,,No,,,0,0,70,Yes,,,Yes,"I can experiment these objects with various ""input""",,Yes,,,Yes,,,Yes,I often do that to explain what I think I understood,,Both - I draw them for myself and for others.,The object / thing / symbol has many dimensions,,Yes,,No,,Yes,,,No,,,71,No,,,0,0,Any surface will do,0,0,0,0,100,100,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.",,,,
8/1/21 17:02,8/1/21 17:19,100,1009,TRUE,8/1/21 17:19,R_25tRbgWlKuDNIZB,Ph.D. in Math,Symplectic Topology,15,"Some sessions involve a lot a lot of visualization, others may involve none at all",They stay consistent in their  vividness,They stay consistent in their vividness,,,50,0,0,0,Yes,"I most likely have aphantasia, so much of this survey is difficult to answer. However, the visualizations I work with generally have the feeling of motion.",,No,,,47,0,100,Yes,Indirectly. It feels more like defining a scenario and letting it evolve,,Yes,,,No,,,No,,,Yes,"Yes, but it's always a translation.",,Both - I draw them for myself and for others.,"The object / thing / symbol has many dimensions,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","String dynamics of intersections, like a web being sliced by a sheet of paper, then moving along the sheet to fine a point of equilibrium.",No,,No,,No,,,No,,,100,No,,,0,0,Paper and pen,0,0,0,0,100,0,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math math doesn't feel special.",,"Anything, really. It's a useful tool that I employ to solve a variety of problems: cooking, playing a game, doing chores, reading an essay, etc.",,
8/1/21 17:13,8/1/21 17:20,100,406,TRUE,8/1/21 17:20,R_10rD0qEe53VxR1g,Masters Degree in Math,statistics,95,Some sessions involve more visualization than others,It depends on where I am in a reasoning process,More  vivid,58,85,12,25,0,0,No,,,,,,64,0,72,Yes,,,Yes,,,No,,,No,,,Yes,,,Both - I draw them for myself and for others.,"The object / thing / symbol has many dimensions,My drawing skill is too limited,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing",,No,,No,,Yes,,,No,,,95,No,,,0,0,whiteboard,0,0,0,0,28,0,0,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 17:01,8/1/21 17:21,100,1225,TRUE,8/1/21 17:21,R_2cpScMpVZu7sceA,Some Undergraduate Coursework,"Group/Field Theory, and Topology (mostly in normed vector spaces)",37,"Some sessions involve a lot a lot of visualization, others may involve none at all",It depends on where I am in a reasoning process,More  vivid,23,84,48,24,50,0,Yes,"I don't feel like touching them, but I make my objects move/rotate as I wish by using my hands (like I would to turn a button)",,Yes,"Sometime it helps me understand mechanics behind like a equivalence relation, as i move the pieces that i've created",,35,0,50,Yes,My objects are sometime machines that reacts to the input I set. ,,Yes,"It is sometime hard to have a visualization that both is useful, means something and is related to what I'm trying to do. Sometime my object is just non-sense or serves no purpose",,Yes,Well sometime it's just to identify different objects,,Yes,,,No,,,I draw them for myself (e.g. to think through or clarify components of a problem).,"The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","Related to groups and such, I often comes up with like a rotation button that points out to the group's elements, that has a restriction on how it rotates to simulate the group law",Yes,I think it is part of my understanding of the thing I'm facing,No,,Yes,,,Yes,I do think it is part of my will to solve/understand the problem/course before doing anything else,,20,Yes,"Sometime it just blocks me, when i want to try another way of understanding.",,0,0,Chalkboard clearly,0,0,0,0,50,30,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.","Physics, Music, IT",,,
8/1/21 17:09,8/1/21 17:22,100,786,TRUE,8/1/21 17:22,R_1FJRQEIylM79dI4,Bachelor Degree in Math,"Algebra, computer science",67,Some sessions involve more visualization than others,It just depends,More  vivid,,53,96,60,37,15,Yes,But they're not always solid. Sometimes they're a gas or a liquid,,Yes,Often they interact with each other via touch,,60,0,74,Yes,Often it's like a movie that I direct,,Yes,Those constraints are usually the interesting part,,Yes,Usually the symbol denoting the object is stamped on it,,Yes,Like a hierarchy or a distance map,,Yes,"I may need to project from a high dimensional space to 2d paper, but I could do that",,I draw them for other people (e.g. to communicate my perspective to others).,"The object / thing / symbol has many dimensions,My drawing skill is too limited,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing,I may need to reshape the object / thing / symbol  in a way that would be difficult to do with a drawing of it","Commutative diagrams a la category theory are often easy to draw. Interactions between elements of a ring is difficult, i imagine that as a bustling city square with lots of movement",No,,Yes,And they can be very difficult to remember the next day,Yes,,,Yes,,,53,No,,,0,0,Chalkboard,0,0,0,0,82,39,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math math doesn't feel special.",,,,
8/1/21 17:20,8/1/21 17:29,100,543,TRUE,8/1/21 17:29,R_3PtLWtN9FCztRiX,Ph.D. in Math,"abstract algebra, algebraic geometry",100,Some sessions involve more visualization than others,It just depends,They stay consistent in their vividness,21,100,47,0,0,0,No,,,,,,45,0,75,Yes,,,Yes,,,No,,,Yes,,,Yes,"well, I could if I had artistic talents",,Both - I draw them for myself and for others.,"The object / thing / symbol has many dimensions,My drawing skill is too limited","complex surface, roughly a torus X torus. More exactly, a torus happens at each point of the surface",No,,Yes,,No,,,No,,,80,No,,,0,0,notepad,0,0,0,0,74,16,0,,"I visualize when doing all kinds of things (please list other domains below), but the way I visualize when doing math feels special.","computer science, physics",,,
8/1/21 17:17,8/1/21 17:31,100,795,TRUE,8/1/21 17:31,R_1IW6CIvnybw3CXn,Some Graduate Coursework,topology,40,"Some sessions involve a lot a lot of visualization, others may involve none at all",It depends on where I am in a reasoning process,It just depends,18,93,,31,0,0,No,,,,,,50,0,47,Yes,,,Yes,"I can sometimes visualize three-dimensional objects which don't embed in 3-space (e.g. the 3-sphere), but movement must be ""small"" enough that it can be visualized via some subobject embeddable in 3-space",,Yes,if commutative diagrams count,,Yes,if commutative diagrams count,,Yes,,,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol  carries 'annotations' that wouldn't persist in a drawing,The object / thing / symbol carries 'dynamics' that wouldn't persist in a drawing","For a dynamic one, I recently tried to explain to a friend that, when studying subspaces of the 3-sphere up to ambient isotopy, one can usually assume WLOG that the space is embedded in 3-space; this involved visualizing the same in the 2-sphere and ""thickening"" (which is hard to draw), or directly by e.g. ""nudging"" a line into a very large oval, or a plane into a very large ellipsoid. ",No,,No,,No,,,No,,,100,No,,,0,0,Blackboard,0,0,0,0,100,17,0,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 17:35,8/1/21 17:44,100,571,TRUE,8/1/21 17:44,R_3L0Ft0ExNHl7bQA,Some Graduate Coursework,Group theory,60,Some sessions involve more visualization than others,It just depends,Less  vivid,0,66,7,0,0,0,No,,,,,,30,3,61,Yes,,,Yes,,,Yes,,,No,,,No,,,I draw them for myself (e.g. to think through or clarify components of a problem).,"The object / thing / symbol has many dimensions,My drawing skill is too limited,I may need to reshape the object / thing / symbol  in a way that would be difficult to do with a drawing of it",The projective plane as half a sphere,Yes,,Yes,,No,,,No,,,80,No,,,0,11,Chalkboard,6,90,61,25,85,85,64,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 17:24,8/1/21 17:44,100,1176,TRUE,8/1/21 17:44,R_e39Fmp4lYJrb1Sx,Bachelor Degree in Math,Commutative algebra,75,Every session involves similar levels of visual experience,More vivid,More  vivid,24,100,,100,21,0,Yes,"If they were to become physical objects, yes. Most of the time, they don't fit in our 3d world",,Yes,Somewhat. Manipulating the objects reveals deeper properties or other perspectives,,27,92,66,Yes,,,Yes,"When there are constraints, they often correspond to mathematical properties OR counterintuitive ideas",,No,,,No,,,No,,,Both - I draw them for myself and for others.,"The object / thing / symbol goes on forever / too far,The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,The object / thing / symbol  wouldn't 'fit' in the correct spaces / would require deformation,The object / thing / symbol carries 'structure' that wouldn't persist in a drawing,I may need to reshape the object / thing / symbol  in a way that would be difficult to do with a drawing of it","Quotient rings look like chopping a line into equal bits. The visualization is the animation itself, not the result. ",Yes,"They appear clearer and clearer the more I understand the subject. They aren't intended, but are very welcome !",Yes,"Yes, and it can be somewhat frustrating. It often happens when there are many ideas (branches) to explore, and I end up forgetting some of them",No,,,Yes,"Yes, when I'm out of ideas and some symbolic thinking might help, those visualizations tend to stick around needlessly. Also happens when quickly changing from one subject to another.",,65,No,,,33,23,notepad,43,46,41,50,100,5,0,,"I visualize when doing math, but could be any domain.",,,,
8/1/21 17:52,8/1/21 18:06,100,866,TRUE,8/1/21 18:06,R_a5Horj2raMPOvdL,Some Undergraduate Coursework,"differential geometry, category theory, ring theory, cohomology and morse theory, noncommutative geometry",33,Some sessions involve more visualization than others,It just depends,More  vivid,30,100,,0,0,0,,,,,,,0,51,53,Yes,,,Yes,,,Yes,,,Yes,,,Yes,Sometimes,,Both - I draw them for myself and for others.,"The object / thing / symbol has many dimensions,The object / thing / symbol is just impossible to instantiate in the real world,My drawing skill is too limited",An blot with arrows and surfaces attached to denote degrees of freedom,Yes,,Yes,"Sustaining an image may take effort, and gets harder when I'm tired.",Yes,I dream of them.,,No,,,100,Yes,,,54,33,Pen and paper,24,39,40,53,100,0,80,,"I visualize when doing math, only in certain domains.",,,,
